id,height,peito_circ,cintura_circ,quadril_circ,coxa_circ,joelho_circ,panturrilha_circ,abdomen_circ,pescoco_circ,biceps_circ,split
syn_m023861-1-Pos,177.95,116.41,100.7,117.29,68.72,49.08,44.6,102.77,44.09,37.5,train
syn_m023867-2-Pos,163.12,107.8,78.41,101.2,58.54,39.43,37.94,77.03,44.2,35.0,train
syn_m023877-0-Pre,190.29,97.77,89.28,111.94,65.17,44.28,40.74,96.6,39.02,28.58,train
syn_m023879-3-Pos,175.21,111.94,76.9,103.42,60.32,41.89,44.91,75.86,41.32,37.37,train
syn_m023886-1-Pos,189.92,95.34,75.46,107.21,64.85,41.26,38.36,78.38,40.07,31.47,train
syn_m023894-2-Pre,174.64,114.66,90.03,107.5,65.54,44.33,43.67,88.73,40.0,37.65,train
syn_m023902-2-Pos,174.69,108.71,81.42,98.3,56.84,38.13,41.96,79.81,38.21,34.26,train
syn_m023910-1-Pre,186.97,109.47,99.89,112.88,69.15,45.27,42.55,101.09,44.76,35.39,train
syn_m023915-0-Pre,178.27,99.91,91.16,98.14,55.4,38.68,38.1,90.97,38.96,27.87,train
syn_m023915-0-Pos,178.27,99.91,91.16,98.14,55.4,38.68,38.1,90.97,38.96,27.87,train
syn_m023917-3-Pos,182.78,121.7,84.44,108.06,63.92,43.95,45.58,87.05,44.18,40.74,train
syn_m023923-2-Pre,172.29,99.38,68.05,102.37,59.32,39.93,39.42,68.62,40.19,33.96,train
syn_m023933-1-Pos,191.74,119.25,109.4,113.19,68.48,46.36,43.64,109.7,44.87,36.79,train
syn_m023937-2-Pre,177.56,101.13,78.25,107.9,61.05,38.72,41.72,76.8,39.33,32.08,train
syn_m023953-1-Pos,190.8,114.61,102.12,118.81,71.43,48.0,46.69,105.56,44.75,36.44,train
syn_m023962-2-Pos,191.36,123.26,94.76,116.36,66.96,45.78,44.75,95.39,51.03,38.35,train
syn_m023969-0-Pre,170.88,94.6,87.58,99.05,56.72,38.63,36.83,88.52,38.32,30.53,train
syn_m023969-0-Pos,170.88,94.6,87.58,99.05,56.72,38.63,36.83,88.52,38.32,30.53,train
syn_m023981-2-Pos,180.4,115.67,90.4,103.09,56.6,43.16,42.55,89.23,44.12,36.62,train
syn_m023989-2-Pre,168.75,106.83,75.45,100.66,60.74,39.87,41.07,75.14,40.88,35.88,train
syn_m023993-0-Pos,171.21,105.8,102.38,104.26,60.28,41.68,37.35,102.39,40.81,31.3,train
syn_m023999-0-Pre,181.42,100.34,91.25,101.29,57.91,39.1,35.16,93.56,39.61,29.94,train
syn_f023512-2-Pre,163.39,119.23,90.8,107.79,62.68,45.15,41.83,91.79,41.97,37.58,train
syn_f023515-0-Pre,158.86,77.22,69.13,117.21,61.48,44.52,35.3,79.11,30.3,26.05,train
syn_f023529-2-Pre,160.24,87.13,65.29,99.59,57.26,38.45,35.94,72.5,33.1,29.29,train
syn_f023531-0-Pos,174.78,101.02,86.61,115.0,67.11,46.93,38.59,98.71,37.31,33.01,train
syn_f023552-0-Pre,158.47,100.52,88.87,113.3,60.53,41.38,31.83,98.62,35.59,31.22,train
syn_f023591-2-Pos,167.55,100.81,75.79,107.69,65.16,44.19,38.6,78.57,39.55,30.9,train
syn_f023602-0-Pre,171.59,134.78,124.06,138.78,70.82,45.81,40.13,125.97,42.73,46.37,train
syn_f023608-1-Pre,169.76,101.47,90.93,122.3,73.57,51.83,42.33,97.45,35.94,40.08,train
syn_f023629-1-Pos,160.61,119.24,95.09,117.49,69.53,49.5,41.16,98.62,36.33,38.15,train
syn_f023645-3-Pre,163.72,99.12,70.42,89.5,52.05,32.23,37.3,68.5,38.04,29.69,train
syn_f023648-1-Pre,171.65,93.94,71.96,108.93,60.68,41.15,37.32,79.39,38.45,28.01,train
syn_f023648-1-Pos,171.65,93.94,71.96,108.93,60.68,41.15,37.32,79.39,38.45,28.01,train
syn_f023653-2-Pre,166.7,91.05,70.68,117.3,71.14,49.57,44.06,83.8,35.46,36.19,train
syn_f023693-2-Pre,171.56,108.45,87.54,112.76,66.77,43.45,42.55,90.31,37.35,33.9,train
syn_f023705-0-Pre,172.99,97.84,86.28,110.12,58.91,40.21,36.76,94.36,37.96,29.45,train
syn_f023706-3-Pre,167.28,105.07,85.08,116.09,71.32,45.86,39.53,93.44,39.45,36.86,train
syn_f023707-0-Pre,168.14,86.6,70.71,106.69,60.35,40.84,37.72,77.06,33.21,28.11,train
syn_f023711-2-Pos,176.16,81.69,58.68,109.67,57.85,36.29,38.95,70.83,31.66,25.58,train
syn_f023712-1-Pos,167.46,69.39,54.18,83.83,42.62,33.44,31.97,62.33,28.85,19.89,train
syn_f023725-0-Pre,177.26,117.12,99.47,125.44,76.75,50.69,41.34,105.86,39.66,36.03,train
syn_f023739-2-Pos,157.64,97.62,74.55,102.57,60.07,43.65,39.26,85.35,36.34,31.47,train
syn_f023747-1-Pre,154.4,101.65,82.16,105.77,59.82,39.42,32.66,85.08,35.31,32.36,train
syn_f023753-3-Pos,151.43,94.15,67.97,93.11,51.05,34.89,35.31,66.32,34.41,27.17,train
syn_f023755-1-Pre,158.66,101.57,80.0,111.19,63.1,44.17,35.45,87.09,34.29,31.4,train
syn_f023773-2-Pos,174.17,81.13,57.68,100.62,53.21,37.77,39.91,63.28,32.31,26.82,train
syn_f023788-2-Pre,167.84,95.21,75.35,100.88,56.8,39.33,37.36,77.14,36.05,27.13,train
syn_f023791-2-Pre,160.87,101.71,78.12,95.4,52.93,36.82,32.15,87.3,37.57,32.5,train
syn_f023801-0-Pre,171.31,120.75,103.53,118.28,63.66,44.36,39.34,108.76,38.92,36.41,train
syn_f023802-1-Pre,174.48,111.88,95.72,116.13,65.33,46.47,41.57,103.78,40.28,34.9,train
syn_f023808-3-Pre,156.97,94.88,70.72,97.66,56.82,39.47,37.54,67.26,33.87,31.75,train
syn_f023812-1-Pos,166.71,123.15,109.12,129.88,73.76,49.02,40.64,111.99,44.16,41.12,train
syn_f023817-0-Pos,173.2,97.65,75.84,99.77,55.24,38.19,34.65,84.21,34.21,25.91,train
syn_f023832-0-Pre,159.98,79.16,62.4,101.9,53.75,34.65,30.14,70.86,32.05,23.13,train
syn_f023842-3-Pre,167.9,97.88,68.67,104.43,63.21,41.73,44.43,73.98,35.68,32.05,train
syn_f023850-1-Pre,169.72,96.52,78.49,111.36,64.43,45.77,39.08,80.5,36.06,32.58,train
syn_f023853-1-Pos,154.32,87.01,66.54,95.02,55.78,37.65,30.63,68.82,32.92,25.22,train
syn_f023859-1-Pre,164.06,99.56,75.4,102.03,59.54,37.41,35.05,80.37,33.95,30.56,train
syn_f023887-2-Pos,173.15,107.15,87.98,115.39,68.23,47.89,44.28,94.23,36.73,37.6,train
syn_f023894-2-Pos,168.09,115.9,91.66,111.71,64.07,40.94,37.83,99.65,39.13,33.84,train
syn_f023897-2-Pre,159.45,97.99,76.2,94.4,55.12,37.5,36.37,77.57,37.1,29.46,train
syn_f023905-2-Pre,157.19,100.38,79.02,108.56,66.07,47.75,40.41,81.71,36.88,36.19,train
syn_f023911-2-Pre,164.86,92.84,71.56,103.04,62.74,42.07,34.81,83.82,36.12,32.7,train
syn_f023917-3-Pre,156.75,97.92,72.97,106.8,65.91,45.81,40.59,72.1,36.2,33.66,train
syn_f023921-1-Pos,159.31,74.4,55.03,80.39,43.09,31.21,30.58,58.34,30.84,20.82,train
syn_f023927-3-Pos,172.19,95.45,69.35,104.11,60.44,42.19,39.56,71.55,34.4,31.5,train
syn_f023928-1-Pos,174.32,118.15,99.45,116.3,71.83,46.34,40.89,100.33,40.05,37.68,train
syn_f023933-2-Pos,157.15,101.93,77.06,100.36,61.38,43.78,41.26,81.7,35.99,32.28,train
syn_f023941-2-Pre,154.34,100.41,81.83,105.39,60.75,38.21,35.22,90.21,35.3,32.58,train
syn_f023957-2-Pre,170.97,100.74,79.25,103.87,62.48,44.3,39.62,80.41,39.92,33.72,train
syn_f023968-3-Pos,181.75,112.47,83.29,110.88,68.02,43.11,43.77,87.73,38.29,37.59,train
syn_f023972-2-Pos,163.47,104.74,82.33,109.82,64.09,42.06,39.97,86.4,36.66,32.98,train
syn_f023973-3-Pos,172.93,114.56,90.21,118.16,69.12,49.17,46.03,96.9,39.77,37.76,train
syn_f023999-0-Pre,174.73,103.81,94.92,119.25,69.47,48.71,37.07,101.52,37.57,36.26,train
syn_m024002-0-Pos,164.48,92.81,84.76,103.17,56.61,41.27,38.38,88.57,38.42,32.5,train
syn_m024004-2-Pre,174.95,124.76,104.3,110.57,66.74,45.24,43.27,103.97,52.67,41.53,train
syn_m024014-1-Pre,175.48,116.08,105.02,112.77,65.65,44.53,39.29,109.67,43.67,36.6,train
syn_m024023-1-Pre,185.73,99.72,79.96,111.89,61.29,44.91,39.61,86.93,37.94,30.44,train
syn_m024025-3-Pre,171.63,107.93,68.06,101.99,57.95,41.93,44.05,64.97,41.82,36.96,train
syn_m024029-3-Pos,183.41,119.98,88.01,103.95,59.56,40.65,42.56,87.3,45.41,37.28,train
syn_m024030-2-Pos,175.17,110.91,83.93,102.26,59.4,41.74,43.49,86.27,42.11,36.93,train
syn_m024031-1-Pos,183.77,126.85,116.26,117.13,71.52,47.66,45.88,118.51,50.32,43.35,train
syn_m024037-1-Pos,176.4,126.62,117.2,118.43,66.93,47.39,42.66,121.06,48.86,39.4,train
syn_m024054-3-Pre,193.36,123.16,88.96,112.19,66.47,42.53,45.14,88.96,46.11,41.65,train
syn_m024058-1-Pos,189.02,107.01,88.27,107.33,62.21,42.33,38.53,90.54,43.77,35.06,train
syn_m024062-3-Pre,185.15,108.87,73.32,106.92,63.01,40.22,43.44,73.69,43.51,37.86,train
syn_m024063-2-Pos,183.17,113.26,84.42,99.95,58.53,40.36,42.45,84.42,45.38,33.98,train
syn_m024070-1-Pre,183.8,122.91,110.54,111.87,65.71,44.49,42.73,116.33,48.12,37.95,train
syn_m024075-2-Pos,198.19,120.7,94.39,112.0,64.43,42.99,40.55,96.32,46.78,37.88,train
syn_m024079-3-Pre,172.02,108.28,78.69,100.65,58.06,41.93,44.67,73.75,43.27,35.8,train
syn_m024090-0-Pos,177.07,107.01,96.17,108.21,60.92,43.11,39.89,97.97,39.75,27.88,train
syn_m024104-1-Pre,174.32,96.61,76.74,101.12,60.66,39.48,39.19,76.58,39.69,31.09,train
syn_m024108-3-Pos,175.98,111.17,79.11,103.02,58.55,40.92,40.83,78.12,45.54,36.54,train
syn_m024110-3-Pos,180.7,111.0,68.55,109.19,64.31,42.37,44.56,69.26,40.32,38.81,train
syn_m024111-1-Pos,174.2,96.59,77.81,91.55,51.1,37.03,35.26,77.15,39.86,29.25,train
syn_m024122-2-Pos,184.41,118.27,93.59,109.72,63.07,43.25,43.27,96.17,45.44,39.17,train
syn_m024124-0-Pos,183.7,114.05,107.15,110.48,63.42,43.0,39.01,107.4,43.51,31.66,train
syn_m024128-3-Pre,179.64,105.15,69.17,99.99,54.38,36.81,41.18,71.29,37.69,33.78,train
syn_m024130-2-Pre,179.71,107.38,82.47,104.26,61.88,41.39,39.9,82.17,41.71,36.11,train
syn_m024143-2-Pos,183.14,117.02,92.35,108.19,62.73,40.77,40.24,94.38,43.16,36.32,train
syn_m024161-1-Pre,179.94,94.34,78.45,92.87,51.57,34.06,33.77,77.97,35.88,27.42,train
syn_m024169-0-Pre,179.42,111.79,109.8,105.88,62.5,41.84,39.36,113.72,45.3,33.8,train
syn_m024169-0-Pos,179.42,111.79,109.8,105.88,62.5,41.84,39.36,113.72,45.3,33.8,train
syn_m024173-1-Pre,179.88,111.13,90.53,103.49,58.43,41.18,38.94,91.23,44.16,32.87,train
syn_m024174-0-Pos,172.55,106.52,94.2,106.5,63.26,42.46,35.42,95.52,40.4,35.32,train
syn_m024184-0-Pos,182.17,96.85,88.85,97.82,53.99,39.66,38.36,92.12,39.99,28.14,train
syn_m024187-3-Pos,165.64,107.62,66.04,101.52,57.06,39.68,39.53,65.86,39.37,33.45,train
syn_m024200-0-Pre,176.1,102.37,97.69,108.12,60.64,38.93,35.01,98.58,40.88,30.66,train
syn_m024204-0-Pre,173.94,98.85,91.89,97.77,53.87,39.3,35.2,92.5,38.91,29.35,train
syn_m024221-0-Pre,182.24,111.09,107.4,111.33,62.5,43.6,39.47,108.6,41.2,31.97,train
syn_m024221-2-Pos,182.24,117.56,96.73,109.64,63.2,43.49,43.0,96.01,41.53,35.85,train
syn_m024232-0-Pre,173.84,88.51,80.63,93.57,54.95,40.44,36.58,80.71,37.11,27.32,train
syn_m024232-0-Pos,173.84,88.51,80.63,93.57,54.95,40.44,36.58,80.71,37.11,27.32,train
syn_m024234-1-Pre,182.24,105.4,86.16,111.05,64.35,44.5,44.21,89.17,40.58,33.79,train
syn_m024256-1-Pre,191.42,120.48,105.21,118.6,72.12,49.86,45.91,107.32,44.24,38.5,train
syn_m024270-1-Pre,179.86,107.48,90.1,105.52,64.07,40.69,43.65,90.33,44.44,34.39,train
syn_m024276-1-Pos,182.41,97.36,79.6,103.34,56.96,36.88,37.9,79.27,35.25,29.03,train
syn_m024277-1-Pos,181.4,114.47,100.56,111.55,66.33,43.69,40.48,103.46,46.85,39.37,train
syn_m024278-0-Pos,172.58,111.88,99.4,103.61,58.94,42.35,35.53,100.5,44.99,35.5,train
syn_m024280-2-Pre,190.33,117.22,91.68,112.77,67.48,44.5,45.38,94.52,42.44,39.02,train
syn_m024286-3-Pos,178.45,106.33,66.39,95.74,52.08,34.9,40.48,64.99,39.07,32.11,train
syn_m024290-1-Pre,183.8,98.1,77.51,103.23,57.68,40.37,38.37,77.95,40.37,29.9,train
syn_m024295-1-Pos,164.76,97.29,78.33,92.94,49.95,37.2,32.6,77.35,39.54,29.28,train
syn_m024309-3-Pre,186.1,114.93,81.76,105.3,63.03,41.77,42.45,82.69,45.06,37.09,train
syn_m024319-0-Pre,163.73,96.23,84.29,97.92,55.04,39.18,35.95,81.12,37.18,27.77,train
syn_m024323-1-Pos,180.37,83.62,63.8,89.89,54.0,35.16,35.93,61.16,36.63,27.36,train
syn_m024326-2-Pre,192.1,104.18,79.85,108.51,62.52,42.51,40.61,82.55,36.3,33.72,train
syn_m024331-3-Pre,178.71,105.38,69.43,104.03,58.86,38.54,39.91,69.43,39.02,35.34,train
syn_m024332-3-Pos,183.85,126.41,92.12,115.34,68.36,47.53,48.68,92.12,47.29,43.23,train
syn_m024342-2-Pos,165.94,106.91,78.38,99.91,57.58,39.45,40.13,77.12,41.21,34.09,train
syn_m024362-2-Pos,180.9,119.03,88.37,115.9,66.12,44.46,45.78,89.47,43.45,35.39,train
syn_m024375-0-Pos,193.77,107.55,95.76,108.11,64.01,42.71,39.45,96.81,44.55,34.53,train
syn_m024381-1-Pre,182.83,100.55,84.84,100.7,56.1,39.05,36.61,87.15,39.92,31.13,train
syn_m024386-1-Pre,185.17,106.47,84.91,108.55,62.38,42.59,40.01,85.21,39.65,32.66,train
syn_m024386-3-Pos,185.17,116.26,75.54,109.31,63.07,42.43,43.77,73.59,41.72,37.69,train
syn_m024388-0-Pre,176.09,86.73,75.33,98.93,56.1,40.2,34.62,81.07,35.63,28.8,train
syn_m024392-0-Pos,182.83,118.34,108.35,116.76,70.44,49.23,41.34,112.31,46.65,36.92,train
syn_m024393-0-Pos,176.82,95.54,87.62,107.4,62.18,42.73,37.82,89.62,38.61,33.65,train
syn_m024413-3-Pos,182.01,117.88,80.2,106.0,61.45,38.78,41.92,81.04,44.16,41.89,train
syn_m024422-1-Pos,182.14,109.47,84.71,112.42,62.15,41.97,41.73,86.07,42.4,33.44,train
syn_m024426-0-Pos,167.01,88.07,75.19,94.61,53.52,37.46,32.06,76.93,36.35,27.37,train
syn_m024434-3-Pos,179.44,117.55,87.84,105.88,62.71,41.72,46.73,89.59,46.03,40.56,train
syn_m024456-2-Pre,172.35,110.46,81.87,104.84,63.69,43.51,42.33,83.55,40.51,37.53,train
syn_m024461-1-Pos,177.85,104.21,81.22,106.95,65.05,44.37,38.65,85.07,38.36,32.99,train
syn_m024462-0-Pos,186.81,106.32,98.38,111.28,64.62,44.44,38.69,105.08,43.61,30.47,train
syn_m024467-2-Pos,186.67,120.3,97.97,114.56,68.95,46.77,47.04,99.77,48.09,41.9,train
syn_m024491-2-Pos,183.31,125.02,99.8,109.48,66.3,45.08,41.94,99.8,44.37,39.75,train
syn_m024497-1-Pre,174.54,112.45,101.94,109.3,61.58,43.43,40.33,106.34,44.39,37.65,train
syn_f024007-0-Pos,169.53,102.84,86.93,107.11,60.58,42.39,38.67,90.75,38.51,32.15,train
syn_f024024-1-Pos,166.05,138.08,116.43,125.64,67.92,44.54,40.63,120.89,46.76,44.38,train
syn_f024027-1-Pre,167.62,111.3,88.36,115.51,67.11,41.99,38.88,101.41,35.27,34.84,train
syn_f024027-2-Pre,167.62,112.37,87.66,115.69,68.69,42.29,40.78,100.4,36.16,36.17,train
syn_f024035-3-Pos,163.56,98.54,75.93,99.52,58.03,36.23,36.75,78.27,36.42,31.59,train
syn_f024037-2-Pos,165.54,104.16,81.04,108.64,62.79,42.6,38.86,86.27,38.32,34.66,train
syn_f024043-2-Pos,160.79,109.2,91.39,111.44,65.41,46.91,40.61,95.36,36.37,37.2,train
syn_f024059-0-Pre,169.45,107.98,92.97,115.88,66.73,43.07,35.31,101.98,38.65,32.12,train
syn_f024061-0-Pre,175.59,99.47,87.51,106.4,58.53,40.64,35.4,94.48,36.32,30.23,train
syn_f024062-1-Pos,167.64,89.86,67.86,99.11,56.73,37.59,36.64,73.78,33.54,28.22,train
syn_f024073-2-Pre,170.86,102.42,85.34,104.08,57.73,42.47,39.45,92.05,36.85,32.3,train
syn_f024083-0-Pre,161.94,104.13,86.48,107.85,61.18,40.99,37.8,86.97,34.91,32.0,train
syn_f024093-1-Pos,156.04,94.11,78.82,97.98,55.0,41.83,36.01,80.55,33.88,30.61,train
syn_f024103-2-Pre,157.42,88.87,71.97,104.15,59.69,42.94,35.73,84.95,34.93,31.06,train
syn_f024108-2-Pos,162.5,124.17,101.22,125.17,72.96,46.43,42.3,106.68,43.12,42.46,train
syn_f024110-1-Pre,161.69,84.14,63.9,106.46,57.37,39.49,34.97,68.72,34.28,27.08,train
syn_f024110-1-Pos,161.69,84.14,63.9,106.46,57.37,39.49,34.97,68.72,34.28,27.08,train
syn_f024111-0-Pre,166.69,85.17,70.53,95.31,49.25,35.89,33.84,77.68,32.25,22.69,train
syn_f024113-1-Pos,167.08,86.53,73.8,103.22,58.36,39.85,36.37,75.0,32.94,28.99,train
syn_f024135-0-Pre,167.93,99.99,83.82,100.18,53.6,34.94,32.34,85.69,34.53,26.49,train
syn_f024138-3-Pre,153.67,92.52,71.18,104.25,62.07,44.29,38.03,88.42,36.55,34.59,train
syn_f024147-0-Pre,155.37,73.63,61.29,97.31,48.9,34.97,26.57,65.37,27.73,20.32,train
syn_f024152-2-Pos,172.15,119.7,100.76,122.1,72.49,48.35,43.58,106.89,43.25,39.92,train
syn_f024154-1-Pre,157.81,81.64,69.96,109.61,55.69,40.61,32.68,79.74,32.3,26.63,train
syn_f024155-0-Pre,162.01,112.97,99.67,110.28,58.1,42.99,35.64,101.32,41.35,32.85,train
syn_f024156-1-Pre,156.54,92.28,76.44,104.04,59.11,41.84,34.87,77.58,35.98,29.26,train
syn_f024163-2-Pre,167.64,91.72,68.1,110.97,63.21,42.32,40.28,80.43,34.73,30.83,train
syn_f024164-2-Pos,160.35,90.96,72.61,105.96,59.47,40.8,36.98,77.15,35.41,29.46,train
syn_f024172-2-Pos,166.05,86.53,60.78,99.98,54.89,36.87,36.19,69.24,28.69,24.81,train
syn_f024187-1-Pre,152.81,104.27,87.64,104.43,59.42,42.66,35.73,93.67,38.24,35.63,train
syn_f024193-3-Pre,160.05,88.22,67.52,102.59,60.14,41.0,36.14,67.18,35.34,30.29,train
syn_f024195-0-Pos,168.98,78.02,68.63,96.84,53.04,32.66,33.91,77.32,29.99,23.94,train
syn_f024195-3-Pre,168.98,85.01,64.79,97.14,57.27,32.91,39.58,71.32,32.44,29.75,train
syn_f024197-1-Pos,165.8,109.33,91.66,108.51,63.69,44.67,38.77,94.37,36.61,33.22,train
syn_f024198-2-Pre,163.29,107.83,81.88,109.62,63.71,42.52,38.08,89.49,39.15,35.4,train
syn_f024209-1-Pre,167.11,112.09,94.85,119.18,67.98,44.77,38.84,101.01,39.95,37.0,train
syn_f024222-3-Pre,166.98,100.88,75.95,110.34,65.23,43.52,40.71,83.14,36.07,35.16,train
syn_f024231-0-Pre,163.77,93.85,81.22,113.33,65.01,45.26,33.62,89.05,34.03,26.23,train
syn_f024235-3-Pre,155.65,88.7,65.25,106.34,61.86,40.55,35.8,81.26,38.0,31.16,train
syn_f024244-2-Pre,170.17,93.56,76.98,106.13,63.47,43.58,38.74,81.39,36.24,31.32,train
syn_f024244-2-Pos,170.17,93.56,76.98,106.13,63.47,43.58,38.74,81.39,36.24,31.32,train
syn_f024256-1-Pos,164.15,101.2,82.95,118.13,69.24,43.78,36.46,98.81,32.8,32.01,train
syn_f024261-2-Pos,170.95,92.62,65.76,95.38,55.9,37.85,38.22,75.43,32.76,29.71,train
syn_f024269-3-Pos,161.43,114.96,83.8,108.56,65.06,42.1,42.62,89.89,39.21,35.68,train
syn_f024271-2-Pos,170.19,100.85,76.1,110.49,59.6,40.52,38.81,85.64,37.03,30.23,train
syn_f024280-2-Pre,175.3,133.12,108.24,126.6,69.69,44.74,41.76,112.34,44.55,39.31,train
syn_f024288-3-Pre,169.16,122.55,96.73,114.78,67.96,43.16,44.08,97.33,40.9,40.54,train
syn_f024288-3-Pos,169.16,122.55,96.73,114.78,67.96,43.16,44.08,97.33,40.9,40.54,train
syn_f024300-3-Pre,158.77,104.07,80.57,105.0,60.75,42.37,38.85,88.93,37.42,36.26,train
syn_f024315-0-Pos,154.98,96.01,76.07,103.97,53.39,40.56,32.81,91.21,37.5,28.13,train
syn_f024333-0-Pre,169.27,113.59,96.12,112.85,63.9,43.29,34.32,100.01,39.59,34.69,train
syn_f024348-2-Pre,160.77,79.94,57.4,91.11,50.36,33.52,32.97,68.06,30.39,24.71,train
syn_f024353-0-Pos,158.15,92.97,76.48,111.54,63.19,45.88,36.14,85.92,31.79,31.12,train
syn_f024369-0-Pre,158.14,100.45,87.23,100.78,58.1,42.1,36.53,88.76,38.16,31.47,train
syn_f024380-1-Pos,168.25,97.56,84.42,103.8,60.75,41.13,37.18,85.37,37.29,31.93,train
syn_f024382-3-Pre,154.7,101.42,79.79,105.02,62.1,43.01,38.87,78.87,33.22,35.14,train
syn_f024391-0-Pre,180.5,108.43,97.9,124.82,71.29,50.6,41.18,110.19,40.96,38.59,train
syn_f024397-2-Pos,172.02,81.81,58.85,100.33,56.9,36.78,36.36,64.18,30.8,24.94,train
syn_f024403-0-Pre,163.35,80.68,67.11,98.0,45.85,32.01,30.98,72.52,31.0,21.42,train
syn_f024410-1-Pos,157.41,80.69,63.1,89.91,46.15,32.32,31.04,62.58,31.47,23.17,train
syn_f024413-0-Pre,156.57,95.0,80.14,112.15,63.6,45.25,39.02,93.13,35.14,31.98,train
syn_f024444-2-Pre,161.32,114.76,92.88,105.14,60.17,42.91,37.44,91.29,40.65,35.43,train
syn_f024452-1-Pos,156.37,85.56,70.04,98.16,49.69,33.43,30.47,74.09,33.76,22.81,train
syn_f024453-1-Pre,175.43,116.89,97.88,107.73,64.54,41.33,38.63,95.85,38.01,35.63,train
syn_f024471-0-Pos,160.14,103.05,86.2,115.51,66.8,48.49,37.41,93.62,34.77,33.47,train
syn_f024474-1-Pos,169.14,132.09,118.87,143.35,80.91,55.79,44.48,129.07,44.81,49.16,train
syn_f024480-3-Pos,160.69,115.33,90.68,122.68,77.64,51.9,39.82,95.74,42.83,38.97,train
syn_f024484-1-Pos,162.83,87.57,73.94,97.04,52.79,39.32,34.59,81.8,35.39,25.69,train
syn_m024508-0-Pre,172.56,100.59,85.14,112.22,59.67,40.53,38.37,87.05,38.87,31.59,train
syn_m024518-0-Pre,191.39,106.62,90.88,114.22,66.5,45.45,42.61,96.52,42.07,31.84,train
syn_m024524-3-Pre,185.46,102.6,67.84,94.69,51.13,36.96,40.89,64.97,37.13,32.33,train
syn_m024530-3-Pos,183.93,115.41,78.74,108.92,62.12,42.35,44.6,79.02,43.31,40.11,train
syn_m024531-0-Pre,171.5,108.17,101.1,107.89,65.38,45.49,42.94,102.42,44.38,36.43,train
syn_m024533-3-Pos,172.36,117.57,80.89,106.95,60.55,41.26,42.03,79.89,42.51,36.85,train
syn_m024539-2-Pre,190.6,109.59,83.5,104.21,61.0,40.36,42.01,84.35,40.59,33.56,train
syn_m024546-0-Pre,193.7,119.16,106.94,116.89,69.7,46.39,41.46,110.23,41.91,38.81,train
syn_m024551-0-Pre,178.98,87.52,80.16,101.15,57.33,38.35,32.46,82.3,35.75,28.26,train
syn_m024560-1-Pre,187.14,110.49,94.12,113.34,65.55,45.38,43.06,95.3,39.57,34.82,train
syn_m024570-0-Pos,170.09,91.08,83.16,98.58,55.58,40.26,35.62,87.52,35.05,28.97,train
syn_m024574-2-Pre,180.0,91.66,56.27,96.67,54.97,34.07,36.43,56.46,36.87,29.39,train
syn_m024582-0-Pre,163.65,96.95,90.57,100.33,57.55,38.84,35.89,92.93,40.14,31.48,train
syn_m024584-0-Pre,169.89,93.47,85.22,99.05,53.39,37.14,36.4,85.4,35.43,27.05,train
syn_m024609-1-Pos,178.33,110.41,93.33,98.49,58.24,39.08,36.78,93.41,42.83,33.31,train
syn_m024610-3-Pre,187.93,136.96,106.33,117.69,67.47,46.1,48.45,107.04,47.68,40.79,train
syn_m024611-0-Pos,173.82,104.13,95.34,105.68,60.11,40.87,38.72,100.77,41.08,30.14,train
syn_m024622-2-Pre,188.49,104.81,82.79,102.83,57.85,38.82,40.77,82.54,38.77,31.17,train
syn_m024628-0-Pre,178.32,91.71,82.4,99.08,53.18,35.83,31.48,83.52,35.76,24.59,train
syn_m024632-1-Pos,175.37,103.65,82.96,105.01,63.64,42.86,40.5,82.27,43.33,31.73,train
syn_m024665-2-Pos,171.68,103.91,83.15,99.69,55.16,40.34,39.01,82.59,40.2,35.05,train
syn_m024670-0-Pos,174.48,91.17,77.56,99.38,55.56,39.07,35.92,78.99,38.06,30.13,train
syn_m024671-3-Pre,188.97,115.31,78.37,112.45,65.3,43.9,44.45,79.14,42.38,39.7,train
syn_m024682-0-Pos,180.38,105.48,91.9,109.09,62.98,43.73,40.75,95.12,40.82,34.97,train
syn_m024687-0-Pre,172.21,92.3,74.87,99.06,56.88,39.36,35.96,70.7,36.24,30.01,train
syn_m024690-1-Pre,188.05,94.71,78.83,95.07,50.9,35.8,36.48,81.47,36.51,28.7,train
syn_m024705-0-Pre,176.34,96.03,86.86,108.74,61.19,40.98,39.23,92.61,39.11,27.84,train
syn_m024728-3-Pre,191.03,113.62,80.87,106.36,58.9,41.49,42.2,84.34,42.88,39.83,train
syn_m024729-2-Pre,181.91,115.44,91.39,109.42,62.04,40.94,43.35,91.96,46.61,37.51,train
syn_m024729-2-Pos,181.91,115.44,91.39,109.42,62.04,40.94,43.35,91.96,46.61,37.51,train
syn_m024736-2-Pre,185.31,118.26,88.99,110.09,65.89,42.94,45.05,89.31,44.67,41.19,train
syn_m024741-0-Pre,186.15,96.93,83.95,103.2,57.14,39.74,37.3,89.1,37.1,29.05,train
syn_m024759-2-Pos,171.72,98.27,69.28,97.89,56.29,39.75,38.34,69.03,36.84,32.12,train
syn_m024765-2-Pre,181.98,114.17,88.83,112.22,67.22,44.13,43.49,88.44,42.36,37.51,train
syn_m024766-3-Pre,190.67,102.11,68.7,108.06,58.21,37.32,44.06,68.25,41.65,34.75,train
syn_m024771-2-Pre,188.07,111.34,80.0,111.03,62.27,39.75,43.23,80.07,42.95,35.41,train
